DATE,TENOR,OFFER,BID
1/3/2023,1 - Week,15.79,16.29
1/3/2023,2 - Week,15.86,16.36
1/3/2023,1 - Month,15.93,16.43
1/3/2023,3 - Month,16.81,17.06
1/3/2023,6 - Month,16.82,17.07
1/3/2023,9 - Month,16.83,17.33
1/3/2023,1 - Year,16.86,17.36
2/28/2023,1 - Week,17.72,18.22
2/28/2023,2 - Week,18.08,18.58
2/28/2023,1 - Month,18.88,19.38
2/28/2023,3 - Month,19.6,19.85
2/28/2023,6 - Month,19.81,20.06
2/28/2023,9 - Month,19.86,20.36
2/28/2023,1 - Year,19.9,20.4
2/27/2023,1 - Week,17.39,17.89
2/27/2023,2 - Week,17.69,18.19
2/27/2023,1 - Month,18.76,19.26
2/27/2023,3 - Month,19.51,19.76
2/27/2023,6 - Month,19.72,19.97
2/27/2023,9 - Month,19.75,20.25
2/27/2023,1 - Year,19.8,20.3
2/24/2023,1 - Week,17.36,17.86
2/24/2023,2 - Week,17.57,18.07
2/24/2023,1 - Month,18.59,19.09
2/24/2023,3 - Month,19.56,19.81
2/24/2023,6 - Month,19.71,19.96
2/24/2023,9 - Month,19.74,20.24
2/24/2023,1 - Year,19.82,20.32
2/23/2023,1 - Week,17.26,17.76
2/23/2023,2 - Week,17.41,17.91
2/23/2023,1 - Month,18.34,18.84
2/23/2023,3 - Month,19.62,19.87
2/23/2023,6 - Month,19.72,19.97
2/23/2023,9 - Month,19.73,20.23
2/23/2023,1 - Year,19.77,20.27
2/22/2023,1 - Week,16.91,17.41
2/22/2023,2 - Week,17.08,17.58
2/22/2023,1 - Month,17.51,18.01
2/22/2023,3 - Month,18.73,18.98
2/22/2023,6 - Month,18.81,19.06
2/22/2023,9 - Month,18.87,19.37
2/22/2023,1 - Year,18.91,19.41
2/21/2023,1 - Week,16.9,17.4
2/21/2023,2 - Week,17.08,17.58
2/21/2023,1 - Month,17.39,17.89
2/21/2023,3 - Month,18.67,18.92
2/21/2023,6 - Month,18.75,19
2/21/2023,9 - Month,18.79,19.29
2/21/2023,1 - Year,18.86,19.36
2/20/2023,1 - Week,16.96,17.46
2/20/2023,2 - Week,17.07,17.57
2/20/2023,1 - Month,17.28,17.78
2/20/2023,3 - Month,18.55,18.8
2/20/2023,6 - Month,18.69,18.94
2/20/2023,9 - Month,18.75,19.25
2/20/2023,1 - Year,18.83,19.33
2/17/2023,1 - Week,16.82,17.32
2/17/2023,2 - Week,16.97,17.47
2/17/2023,1 - Month,17.19,17.69
2/17/2023,3 - Month,18.49,18.74
2/17/2023,6 - Month,18.63,18.88
2/17/2023,9 - Month,18.7,19.2
2/17/2023,1 - Year,18.77,19.27
2/16/2023,1 - Week,16.75,17.25
2/16/2023,2 - Week,16.84,17.34
2/16/2023,1 - Month,17.13,17.63
2/16/2023,3 - Month,18.43,18.68
2/16/2023,6 - Month,18.57,18.82
2/16/2023,9 - Month,18.62,19.12
2/16/2023,1 - Year,18.68,19.18
2/15/2023,1 - Week,16.63,17.13
2/15/2023,2 - Week,16.75,17.25
2/15/2023,1 - Month,16.99,17.49
2/15/2023,3 - Month,18.03,18.28
2/15/2023,6 - Month,18.19,18.44
2/15/2023,9 - Month,18.24,18.74
2/15/2023,1 - Year,18.34,18.84
2/14/2023,1 - Week,16.75,17.25
2/14/2023,2 - Week,16.8,17.3
2/14/2023,1 - Month,16.98,17.48
2/14/2023,3 - Month,17.93,18.18
2/14/2023,6 - Month,18.09,18.34
2/14/2023,9 - Month,18.15,18.65
2/14/2023,1 - Year,18.23,18.73
2/13/2023,1 - Week,16.78,17.28
2/13/2023,2 - Week,16.81,17.31
2/13/2023,1 - Month,16.94,17.44
2/13/2023,3 - Month,17.9,18.15
2/13/2023,6 - Month,18.03,18.28
2/13/2023,9 - Month,18.09,18.59
2/13/2023,1 - Year,18.14,18.64
2/10/2023,1 - Week,16.78,17.28
2/10/2023,2 - Week,16.83,17.33
2/10/2023,1 - Month,16.95,17.45
2/10/2023,3 - Month,17.89,18.14
2/10/2023,6 - Month,18.06,18.31
2/10/2023,9 - Month,18.08,18.58
2/10/2023,1 - Year,18.14,18.64
2/9/2023,1 - Week,16.71,17.21
2/9/2023,2 - Week,16.82,17.32
2/9/2023,1 - Month,16.92,17.42
2/9/2023,3 - Month,17.81,18.06
2/9/2023,6 - Month,17.88,18.13
2/9/2023,9 - Month,17.9,18.4
2/9/2023,1 - Year,17.92,18.42
2/8/2023,1 - Week,16.79,17.29
2/8/2023,2 - Week,16.87,17.37
2/8/2023,1 - Month,16.98,17.48
2/8/2023,3 - Month,17.68,17.93
2/8/2023,6 - Month,17.78,18.03
2/8/2023,9 - Month,17.81,18.31
2/8/2023,1 - Year,17.84,18.34
2/7/2023,1 - Week,16.83,17.33
2/7/2023,2 - Week,16.9,17.4
2/7/2023,1 - Month,16.97,17.47
2/7/2023,3 - Month,17.67,17.92
2/7/2023,6 - Month,17.77,18.02
2/7/2023,9 - Month,17.81,18.31
2/7/2023,1 - Year,17.84,18.34
2/6/2023,1 - Week,16.84,17.34
2/6/2023,2 - Week,16.91,17.41
2/6/2023,1 - Month,16.99,17.49
2/6/2023,3 - Month,17.67,17.92
2/6/2023,6 - Month,17.75,18
2/6/2023,9 - Month,17.8,18.3
2/6/2023,1 - Year,17.84,18.34
2/3/2023,1 - Week,16.85,17.35
2/3/2023,2 - Week,16.92,17.42
2/3/2023,1 - Month,17.02,17.52
2/3/2023,3 - Month,17.67,17.92
2/3/2023,6 - Month,17.75,18
2/3/2023,9 - Month,17.79,18.29
2/3/2023,1 - Year,17.83,18.33
2/2/2023,1 - Week,16.82,17.32
2/2/2023,2 - Week,16.88,17.38
2/2/2023,1 - Month,17.01,17.51
2/2/2023,3 - Month,17.66,17.91
2/2/2023,6 - Month,17.75,18
2/2/2023,9 - Month,17.79,18.29
2/2/2023,1 - Year,17.81,18.31
2/1/2023,1 - Week,16.78,17.28
2/1/2023,2 - Week,16.87,17.37
2/1/2023,1 - Month,17.02,17.52
2/1/2023,3 - Month,17.64,17.89
2/1/2023,6 - Month,17.73,17.98
2/1/2023,9 - Month,17.78,18.28
2/1/2023,1 - Year,17.81,18.31
3/31/2023,1 - Week,19.81,20.31
3/31/2023,2 - Week,20.16,20.66
3/31/2023,1 - Month,20.76,21.26
3/31/2023,3 - Month,21.73,21.98
3/31/2023,6 - Month,21.82,22.07
3/31/2023,9 - Month,21.86,22.36
3/31/2023,1 - Year,21.88,22.38
3/30/2023,1 - Week,19.68,20.18
3/30/2023,2 - Week,19.96,20.46
3/30/2023,1 - Month,20.49,20.99
3/30/2023,3 - Month,21.69,21.94
3/30/2023,6 - Month,21.78,22.03
3/30/2023,9 - Month,21.82,22.32
3/30/2023,1 - Year,21.84,22.34
3/29/2023,1 - Week,19.63,20.13
3/29/2023,2 - Week,19.89,20.39
3/29/2023,1 - Month,20.36,20.86
3/29/2023,3 - Month,21.69,21.94
3/29/2023,6 - Month,21.76,22.01
3/29/2023,9 - Month,21.81,22.31
3/29/2023,1 - Year,21.82,22.32
3/28/2023,1 - Week,19.64,20.14
3/28/2023,2 - Week,19.87,20.37
3/28/2023,1 - Month,20.28,20.78
3/28/2023,3 - Month,21.68,21.93
3/28/2023,6 - Month,21.76,22.01
3/28/2023,9 - Month,21.79,22.29
3/28/2023,1 - Year,21.83,22.33
3/27/2023,1 - Week,19.76,20.26
3/27/2023,2 - Week,19.87,20.37
3/27/2023,1 - Month,20.18,20.68
3/27/2023,3 - Month,21.68,21.93
3/27/2023,6 - Month,21.76,22.01
3/27/2023,9 - Month,21.79,22.29
3/27/2023,1 - Year,21.79,22.29
3/22/2023,1 - Week,19.79,20.29
3/22/2023,2 - Week,19.86,20.36
3/22/2023,1 - Month,20.03,20.53
3/22/2023,3 - Month,20.94,21.19
3/22/2023,6 - Month,20.96,21.21
3/22/2023,9 - Month,20.98,21.48
3/22/2023,1 - Year,21,21.5
3/21/2023,1 - Week,19.64,20.14
3/21/2023,2 - Week,19.74,20.24
3/21/2023,1 - Month,19.97,20.47
3/21/2023,3 - Month,20.89,21.14
3/21/2023,6 - Month,20.93,21.18
3/21/2023,9 - Month,20.96,21.46
3/21/2023,1 - Year,20.97,21.47
3/20/2023,1 - Week,19.66,20.16
3/20/2023,2 - Week,19.76,20.26
3/20/2023,1 - Month,19.99,20.49
3/20/2023,3 - Month,20.87,21.12
3/20/2023,6 - Month,20.91,21.16
3/20/2023,9 - Month,20.95,21.45
3/20/2023,1 - Year,20.96,21.46
3/17/2023,1 - Week,19.71,20.21
3/17/2023,2 - Week,19.78,20.28
3/17/2023,1 - Month,19.98,20.48
3/17/2023,3 - Month,20.86,21.11
3/17/2023,6 - Month,20.9,21.15
3/17/2023,9 - Month,20.95,21.45
3/17/2023,1 - Year,20.95,21.45
3/16/2023,1 - Week,19.59,20.09
3/16/2023,2 - Week,19.71,20.21
3/16/2023,1 - Month,19.89,20.39
3/16/2023,3 - Month,20.84,21.09
3/16/2023,6 - Month,20.9,21.15
3/16/2023,9 - Month,20.94,21.44
3/16/2023,1 - Year,20.95,21.45
3/15/2023,1 - Week,19.58,20.08
3/15/2023,2 - Week,19.7,20.2
3/15/2023,1 - Month,19.91,20.41
3/15/2023,3 - Month,20.85,21.1
3/15/2023,6 - Month,20.91,21.16
3/15/2023,9 - Month,20.94,21.44
3/15/2023,1 - Year,20.97,21.47
3/14/2023,1 - Week,19.62,20.12
3/14/2023,2 - Week,19.74,20.24
3/14/2023,1 - Month,19.94,20.44
3/14/2023,3 - Month,20.84,21.09
3/14/2023,6 - Month,20.9,21.15
3/14/2023,9 - Month,20.94,21.44
3/14/2023,1 - Year,20.97,21.47
3/13/2023,1 - Week,19.7,20.2
3/13/2023,2 - Week,19.8,20.3
3/13/2023,1 - Month,19.97,20.47
3/13/2023,3 - Month,20.82,21.07
3/13/2023,6 - Month,20.88,21.13
3/13/2023,9 - Month,20.92,21.42
3/13/2023,1 - Year,20.96,21.46
3/10/2023,1 - Week,19.82,20.32
3/10/2023,2 - Week,19.87,20.37
3/10/2023,1 - Month,20.01,20.51
3/10/2023,3 - Month,20.81,21.06
3/10/2023,6 - Month,20.87,21.12
3/10/2023,9 - Month,20.91,21.41
3/10/2023,1 - Year,20.95,21.45
3/9/2023,1 - Week,19.94,20.44
3/9/2023,2 - Week,20,20.5
3/9/2023,1 - Month,20.09,20.59
3/9/2023,3 - Month,20.81,21.06
3/9/2023,6 - Month,20.86,21.11
3/9/2023,9 - Month,20.91,21.41
3/9/2023,1 - Year,20.94,21.44
3/8/2023,1 - Week,19.92,20.42
3/8/2023,2 - Week,20,20.5
3/8/2023,1 - Month,20.08,20.58
3/8/2023,3 - Month,20.74,20.99
3/8/2023,6 - Month,20.82,21.07
3/8/2023,9 - Month,20.89,21.39
3/8/2023,1 - Year,20.91,21.41
3/7/2023,1 - Week,19.94,20.44
3/7/2023,2 - Week,20.02,20.52
3/7/2023,1 - Month,20.08,20.58
3/7/2023,3 - Month,20.63,20.88
3/7/2023,6 - Month,20.77,21.02
3/7/2023,9 - Month,20.85,21.35
3/7/2023,1 - Year,20.88,21.38
3/6/2023,1 - Week,19.93,20.43
3/6/2023,2 - Week,20,20.5
3/6/2023,1 - Month,20.09,20.59
3/6/2023,3 - Month,20.58,20.83
3/6/2023,6 - Month,20.74,20.99
3/6/2023,9 - Month,20.81,21.31
3/6/2023,1 - Year,20.86,21.36
3/3/2023,1 - Week,19.91,20.41
3/3/2023,2 - Week,19.99,20.49
3/3/2023,1 - Month,20.09,20.59
3/3/2023,3 - Month,20.44,20.69
3/3/2023,6 - Month,20.65,20.9
3/3/2023,9 - Month,20.71,21.21
3/3/2023,1 - Year,20.78,21.28
3/2/2023,1 - Week,18.67,19.17
3/2/2023,2 - Week,18.87,19.37
3/2/2023,1 - Month,19.06,19.56
3/2/2023,3 - Month,19.78,20.03
3/2/2023,6 - Month,19.89,20.14
